sentiment_coeff,tfidf_scores,text,sentiment_rate,normalized_sentiment_rate,pred
"[78.7092089054553, 27.45195156916113, 105.41216302152692, 105.41215601708085, 36.21504405521153, 45.97897035263328, 46.49837833441718, 0]","[6.841222883777439, 6.052765523413169, 1.0034924366114992, 1.019953713665571, 6.504750647156226, 7.064366435091649, 7.064366435091649, 7.757513615651594]",english_schools show climate change film_al gore_side argument jud,1806.7870047763174,2.0669551046576653,Negative
"[88.00125114232047, 105.41216302152692, 0, 0, 71.12838276082215, 78.7092089054553, 27.45195156916113, 105.41216302152692, 105.41215601708085, 36.21504405521153, 88.00125114232047]","[12.50687243775064, 2.0069848732229985, 7.757513615651594, 7.757513615651594, 7.352048507543429, 6.841222883777439, 6.052765523413169, 2.0069848732229985, 1.019953713665571, 6.504750647156226, 12.50687243775064]",gore climate films nine errors english_schools show climate change film_al gore,4195.014216781734,3.56496873402106,Neutral
"[57.32440492977671, 105.41216302152692, 105.41215601708085, 66.95168794634891, 76.93813783786295, 0, 89.2087742149802, 19.85376609173657, 0]","[6.841222883777439, 1.0034924366114992, 1.019953713665571, 6.841222883777439, 6.841222883777439, 7.757513615651594, 7.064366435091649, 5.678072073971758, 7.757513615651594]",humaninduced climate change making air humid implications weather globally,2332.7818131049207,2.396884932058379,Negative
"[46.36596044588661, 36.21358981923606, 105.41216302152692, 105.41215601708085, 36.21504405521153, 79.09629678648531, 33.12511951043621, 61.39610361414317]","[7.352048507543429, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.504750647156226, 7.352048507543429, 7.352048507543429, 5.811603466596281]",schools_england free_show climate change film_al gore_certain conditions_judge c,2237.8616236489584,2.337346318315096,Negative
"[46.36596044588661, 36.21358981923606, 105.41216302152692, 105.41215601708085, 36.21504405521153, 79.09629678648531, 33.12511951043621, 0]","[7.352048507543429, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.504750647156226, 7.352048507543429, 7.352048507543429, 7.757513615651594]",schools_england free_show climate change film_al gore_certain conditions_judge confirms,1881.0518150494995,2.1135376481493693,Negative
"[105.41216302152692, 105.41215601708085, 85.11344058257586, 0, 33.682149638647914, 53.31614297550262, 105.41216302152692, 105.41215601708085, 85.11344058257586, 29.709429171466475, 28.62467244241069]","[2.0069848732229985, 2.039907427331142, 14.704097015086859, 7.757513615651594, 6.052765523413169, 7.352048507543429, 2.0069848732229985, 2.039907427331142, 14.704097015086859, 7.352048507543429, 7.352048507543429]",climate change centre planned government setting climate change centre coordinate resear,4380.944056671819,3.6815930789998697,Neutral
"[74.18836431939849, 0, 0, 3.862275356454723, 105.41216302152692, 105.41215601708085, 68.90678748940847, 30.666914695355537, 60.41453966222811, 74.18836431939849, 32.27768969905097]","[15.515027231303188, 7.757513615651594, 7.757513615651594, 4.261006054185113, 1.0034924366114992, 1.019953713665571, 6.052765523413169, 7.064366435091649, 7.352048507543429, 15.515027231303188, 6.371219254531703]",turnbull hints ratifying new climate change agreement federal_environment minister_malcolm turnbull h,3815.359807060217,3.326830805874273,Neutral
"[40.55448616072867, 0, 54.48213980335941, 46.320355006509935, 87.94291809965952, 88.08040777463353, 7.825001687762343, 25.263147998784557, 105.41216302152692, 105.41215601708085, 19.455946650649327, 58.52330087842615, 0, 35.021717166110925]","[7.352048507543429, 7.757513615651594, 6.658901326983484, 6.658901326983484, 6.658901326983484, 7.352048507543429, 5.965754146423539, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.352048507543429, 7.757513615651594, 6.25343621887532]",indonesian women plant 10 million tress help overcome climate change seven woman organizations w,3440.594099568988,3.0917593123338993,Neutral
"[60.45640244195906, 58.92460591892208, 19.181025754618787, 105.41216302152692, 105.41215601708085]","[7.064366435091649, 5.885711438750003, 6.25343621887532, 1.0034924366114992, 1.019953713665571]",digg time live climate change,1107.1425567613944,1.6281036781408793,Very Negative
"[41.03948592089183, 27.23515169767845, 30.00772165588768, 105.41216302152692, 105.41215601708085, 43.18644177179375, 3.862275356454723, 43.18644177179375, 9.789801929623003, 0, 0, 0, 49.55981326343489, 39.17834875527526]","[7.352048507543429, 6.371219254531703, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 9.158919570607296, 4.261006054185113, 9.158919570607296, 4.081212943744518, 7.757513615651594, 7.757513615651594, 7.757513615651594, 7.352048507543429, 6.658901326983484]",shortterm targets key_tackling climate change report new report says 30 per cent reduction g,2381.9041157793035,2.4276968575493996,Negative
"[87.52043982293995, 39.7001524926696, 78.13778501793948, 15.024407364667567, 0, 63.90771745585632, 83.35654889065192, 64.97608890994961, 65.6636082281197, 4.674369631193151, 105.41216302152692, 105.41215601708085, 86.73279257438004]","[7.352048507543429, 7.352048507543429, 7.352048507543429, 5.192564258190058, 7.757513615651594, 6.841222883777439, 7.352048507543429, 6.504750647156226, 6.658901326983484, 4.21655429161428, 1.0034924366114992, 1.019953713665571, 6.841222883777439]",absolutely sweltering outside today 93 degrees 2nd week october global climate change anyone,4324.132953571667,3.645958359524525,Neutral
"[0, 90.26244227464623, 0, 18.73121314926589, 3.862275356454723, 0, 47.57843058821196, 32.214972258503884, 21.934239852088787, 105.41216302152692, 105.41215601708085, 18.533923340058703, 29.00930698054184]","[7.757513615651594, 7.352048507543429, 7.757513615651594, 7.352048507543429, 4.261006054185113, 7.757513615651594, 7.064366435091649, 7.064366435091649, 5.965754146423539, 1.0034924366114992, 1.019953713665571, 6.371219254531703, 7.352048507543429]",prep audio editing recording new client podcast another one climate change big topic,2056.9852891776272,2.223891780612286,Negative
"[33.48028255934122, 105.41216302152692, 105.41215601708085]","[6.658901326983484, 1.0034924366114992, 1.019953713665571]",writing climate change,436.237726276256,1.2072791539832524,Very Negative
"[105.41216302152692, 105.41215601708085, 0, 0, 68.86546890339272]","[1.0034924366114992, 1.019953713665571, 7.757513615651594, 7.757513615651594, 6.371219254531703]",climate change led mankind africa,652.0528297637268,1.3426490069107841,Very Negative
"[84.26909459296458, 9.789801929623003, 57.62286730393132, 59.52677870035362, 105.41216302152692, 105.41215601708085, 0, 0, 50.13618148638541, 0, 3.862275356454723]","[7.352048507543429, 4.081212943744518, 7.064366435091649, 6.052765523413169, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 7.757513615651594, 6.841222883777439, 7.757513615651594, 4.261006054185113]",obama says true leadership climate change standing portsmouth public library new,1999.621220079831,2.18791021365238,Negative
"[0, 53.73577843042093, 16.803784203385646, 31.98143637707678, 105.41216302152692, 105.41215601708085, 51.34699265652722, 29.43349598328507, 0]","[7.757513615651594, 6.25343621887532, 6.25343621887532, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.064366435091649, 7.757513615651594]",cops called protesters blockade_airport climate change protesters_say blockaded entranc,1474.9741375561177,1.858825746196575,Very Negative
"[105.41216302152692, 24.13182280496584, 31.98143637707678, 105.41216302152692, 105.41215601708085, 51.34699265652722, 29.43349598328507, 32.53500454964653]","[2.0069848732229985, 6.371219254531703, 7.352048507543429, 2.0069848732229985, 1.019953713665571, 7.352048507543429, 7.064366435091649, 7.352048507543429]",climate campaigners blockade_airport climate change protesters_say blockaded entrance,1744.1484724192226,2.0276651347910812,Negative
"[39.8841120591926, 32.14826359934098, 57.540795062035926, 18.150102100374543, 105.41216302152692, 105.41215601708085, 22.673984010660345, 40.83433867100997, 44.41143224692698, 18.90798429328025, 22.09123586140167, 46.27694720161873, 0]","[4.689460680517977, 7.352048507543429, 7.352048507543429, 6.371219254531703, 1.0034924366114992, 1.019953713665571, 4.666471162293279, 6.371219254531703, 7.352048507543429, 4.666471162293279, 5.811603466596281, 7.064366435091649, 7.757513615651594]",china offers surprise hope climate change fight afp afp_via world business council sustainabl,2411.3907938015736,2.446192353011458,Negative
"[76.67999380605328, 53.73577843042093, 21.934239852088787, 105.41216302152692, 105.41215601708085, 66.95168794634891, 31.116892393347367, 38.72913131903248, 32.406160878939644]","[7.064366435091649, 6.25343621887532, 5.965754146423539, 1.0034924366114992, 1.019953713665571, 6.841222883777439, 7.352048507543429, 7.064366435091649, 7.352048507543429]",sure called one climate change making utah less desert,2420.531712274733,2.4519259868922116,Negative
"[32.784176264105625, 47.57843058821196, 28.26662466709486, 0, 91.962994937092, 39.789020830519696, 79.36848875595301, 105.41216302152692, 105.41215601708085, 0, 57.39097318425799]","[6.658901326983484, 7.064366435091649, 7.352048507543429, 7.757513615651594, 7.352048507543429, 6.371219254531703, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 7.352048507543429]",german podcast episode 49 went online biofuel climate change halo 3,2910.61466028271,2.759330128317293,Negative
"[31.76095398043589, 82.3060002312079, 49.92431366473603, 81.14048777037004, 105.41216302152692, 105.41215601708085]","[5.678072073971758, 7.064366435091649, 7.064366435091649, 7.064366435091649, 1.0034924366114992, 1.019953713665571]",new_blog post_davos declaration_tourism must_respond climate change,1900.9663436731973,2.1260290204738626,Negative
"[31.76095398043589, 82.3060002312079, 49.92431366473603, 81.14048777037004, 105.41216302152692, 105.41215601708085]","[5.678072073971758, 7.064366435091649, 7.064366435091649, 7.064366435091649, 1.0034924366114992, 1.019953713665571]",new_blog post_davos declaration_tourism must_respond climate change,1900.9663436731973,2.1260290204738626,Negative
"[31.76095398043589, 82.3060002312079, 49.92431366473603, 81.14048777037004, 105.41216302152692, 105.41215601708085]","[5.678072073971758, 7.064366435091649, 7.064366435091649, 7.064366435091649, 1.0034924366114992, 1.019953713665571]",new_blog post_davos declaration_tourism must_respond climate change,1900.9663436731973,2.1260290204738626,Negative
"[31.76095398043589, 38.19564449507227, 29.55936081079772, 105.41216302152692, 105.41215601708085, 78.89158731327593]","[5.678072073971758, 7.352048507543429, 7.064366435091649, 1.0034924366114992, 1.019953713665571, 7.352048507543429]",new_blog post_second international_conference climate change tourism_davos,1463.2859783766128,1.8514943575979312,Very Negative
"[31.76095398043589, 38.19564449507227, 29.55936081079772, 105.41216302152692, 105.41215601708085, 78.89158731327593]","[5.678072073971758, 7.352048507543429, 7.064366435091649, 1.0034924366114992, 1.019953713665571, 7.352048507543429]",new_blog post_second international_conference climate change tourism_davos,1463.2859783766128,1.8514943575979312,Very Negative
"[105.41216302152692, 105.41215601708085, 83.36301961200647, 34.194778946242096, 0, 0, 0, 57.93932395867128]","[1.0034924366114992, 1.019953713665571, 6.052765523413169, 6.658901326983484, 7.757513615651594, 7.757513615651594, 7.757513615651594, 6.841222883777439]",climate change going affect super mario kart island,1341.94812718694,1.7753852864316384,Very Negative
"[0, 39.41126205732489, 27.87662722980891, 82.54831210069347, 105.41216302152692, 105.41215601708085]","[7.757513615651594, 6.1480757032174935, 7.352048507543429, 7.352048507543429, 1.0034924366114992, 1.019953713665571]",web2fordev blog social_networking tackles climate change,1267.448761402247,1.7286556181809,Very Negative
"[0, 35.46487805495941, 32.02246660894128, 105.41216302152692, 105.41215601708085, 16.277252568651377, 3.862275356454723, 43.18644177179375, 29.63225674323329, 72.10034565827821, 62.99381471486253, 0]","[7.757513615651594, 7.064366435091649, 6.504750647156226, 1.0034924366114992, 1.019953713665571, 5.560289038315375, 4.261006054185113, 4.579459785303648, 6.1480757032174935, 6.504750647156226, 7.064366435091649, 7.757513615651594]",regional towns ready climate change study new report calling national review wate,2073.0523820261387,2.2339698518905653,Negative
"[88.20937967963698, 54.18988004213092, 105.41216302152692, 105.41215601708085, 85.42927853050196, 42.66806853761032, 32.65172021227235, 16.448478093501954, 0, 83.5677744136496]","[7.064366435091649, 7.064366435091649, 1.0034924366114992, 1.019953713665571, 6.052765523413169, 5.049463414549384, 7.064366435091649, 6.052765523413169, 7.757513615651594, 7.352048507543429]",australian_fires add_fears climate change first bush fires year rage austr,2896.407450493208,2.7504186672163926,Negative
"[64.52538620968426, 105.41216302152692, 105.41215601708085, 33.36580978145805, 30.264549812610632, 88.99733626247027, 74.12899617027612, 97.08861555255793, 105.41216302152692, 105.41215601708085, 28.903094656043308, 0, 71.82310634638948]","[6.841222883777439, 2.0069848732229985, 2.039907427331142, 6.658901326983484, 5.811603466596281, 6.25343621887532, 7.352048507543429, 5.742610595109329, 2.0069848732229985, 2.039907427331142, 6.504750647156226, 7.757513615651594, 6.052765523413169]",helping climate change tourism may call unusual issues climate change would normally talk,3974.4981591238725,3.426650211309155,Neutral
"[31.76095398043589, 23.079755501956264, 64.52538620968426, 105.41216302152692, 105.41215601708085, 33.36580978145805]","[5.678072073971758, 5.31516658028239, 6.841222883777439, 1.0034924366114992, 1.019953713665571, 6.658901326983484]",new_blog post helping climate change tourism,1179.921743030077,1.6737543651510634,Very Negative
"[23.56274615975825, 0, 17.431789002263958, 7.825001687762343, 83.09914728030779, 105.41216302152692, 105.41215601708085, 45.12121762341853, 86.16073303782545, 0, 0, 86.94623706734801]","[5.811603466596281, 7.757513615651594, 6.052765523413169, 5.965754146423539, 6.841222883777439, 1.0034924366114992, 1.019953713665571, 6.052765523413169, 7.352048507543429, 7.757513615651594, 7.757513615651594, 7.352048507543429]",globe salmon need help survive climate change warming waters render streams uni,2616.7245129365006,2.574987765895857,Negative
"[46.06664102182316, 105.41216302152692, 105.41215601708085, 36.37699273266145, 33.557779897469565, 54.52271175722116, 33.43938568727249, 0]","[7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.504750647156226, 5.965754146423539, 6.658901326983484, 7.352048507543429, 7.757513615651594]",deals climate change face good old american girdlock,1597.7100825797638,1.9358117706141718,Very Negative
"[42.66806853761032, 73.65377544417575, 105.41216302152692, 105.41215601708085]","[5.049463414549384, 6.841222883777439, 1.0034924366114992, 1.019953713665571]",bush moves climate change,932.6285734095256,1.518639920144388,Very Negative
"[18.90798429328025, 34.152549621449914, 0, 0, 60.68216133464705, 105.41216302152692, 105.41215601708085, 43.33196900508699]","[4.666471162293279, 6.504750647156226, 7.757513615651594, 7.757513615651594, 4.712991177928171, 1.0034924366114992, 1.019953713665571, 6.658901326983484]",world school reverses showing al_gore climate change film,1098.2210079445113,1.6225076437034778,Very Negative
"[88.20937967963698, 54.18988004213092, 105.41216302152692, 105.41215601708085]","[7.064366435091649, 7.064366435091649, 1.0034924366114992, 1.019953713665571]",australian_fires add_fears climate change,1219.256379074432,1.6984269844915882,Very Negative
"[34.56052231027088, 34.25199601680693, 34.87862478855217, 105.41216302152692, 105.41215601708085, 34.56052231027088, 0, 0, 0, 18.90798429328025, 0]","[12.296151406434987, 6.052765523413169, 6.371219254531703, 1.0034924366114992, 1.019953713665571, 12.296151406434987, 7.757513615651594, 7.757513615651594, 7.757513615651594, 4.666471162293279, 7.757513615651594]",australia hit hard climate change australia driest inhabited continent world wil,1580.9908882039178,1.9253246691687602,Very Negative
"[25.62061605310072, 0, 61.45089704449896, 27.87662722980891, 20.06729572978172, 82.54831210069347, 105.41216302152692, 105.41215601708085]","[5.560289038315375, 7.757513615651594, 7.352048507543429, 7.352048507543429, 6.504750647156226, 7.352048507543429, 1.0034924366114992, 1.019953713665571]",reading euforic blog_oneclimatenet social_networking site tackles climate change,1749.9261000975998,2.0312891471815644,Negative
"[105.41216302152692, 105.41215601708085, 30.1061867333612]","[1.0034924366114992, 1.019953713665571, 6.841222883777439]",climate change commitments,419.2589619376242,1.1966292374840337,Very Negative
"[88.20937967963698, 54.18988004213092, 105.41216302152692, 105.41215601708085]","[7.064366435091649, 7.064366435091649, 1.0034924366114992, 1.019953713665571]",australian_fires add_fears climate change,1219.256379074432,1.6984269844915882,Very Negative
"[105.41216302152692, 105.41215601708085, 52.49592665009522, 30.447129483542376, 60.68216133464705, 38.10028994146448, 83.36110859183162]","[1.0034924366114992, 1.019953713665571, 7.352048507543429, 6.504750647156226, 4.712991177928171, 7.352048507543429, 7.352048507543429]",climate change documentary_exus vice_president al_gore shown_englands secondary_schools,1976.283997544803,2.173271959279756,Negative
"[0, 51.75899767486122, 0, 61.69097361236929, 19.272240482543275, 81.22332128796495, 53.08429465744022, 105.41216302152692, 105.41215601708085, 0, 31.913633404100253, 18.90798429328025, 36.77656710630459, 10.052588907681276]","[7.757513615651594, 6.841222883777439, 7.757513615651594, 7.352048507543429, 7.352048507543429, 7.352048507543429, 6.841222883777439, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 7.064366435091649, 4.666471162293279, 7.064366435091649, 4.8671418577554295]",fascist usa destroying ozone polluting oceans causing climate change raping third world driving us,2745.3691210321986,2.6556799945509555,Negative
"[91.03370976903128, 105.41216302152692, 105.41215601708085, 88.0691695546904, 21.45172182018318, 88.0691695546904, 0, 0, 9.789801929623003]","[7.064366435091649, 1.0034924366114992, 1.019953713665571, 14.704097015086859, 6.25343621887532, 14.704097015086859, 7.757513615651594, 7.757513615651594, 4.081212943744518]",needs_done climate change chief_scientist commonwealth chief_scientist jim peacock says,3620.4477789483426,3.204572390439307,Neutral
"[105.41216302152692, 105.41215601708085, 0, 18.90798429328025, 0, 61.88903261784728, 0, 0, 0]","[1.0034924366114992, 1.019953713665571, 7.757513615651594, 4.666471162293279, 7.757513615651594, 7.352048507543429, 7.757513615651594, 7.757513615651594, 7.757513615651594]",climate change alter world travel patterns geographic seasonal redistribution,756.5405616471139,1.4081888540726242,Very Negative
"[105.41216302152692, 105.41215601708085, 34.194778946242096, 92.03950625488956, 55.14717827149632, 75.92042970247478, 27.75006855755888, 33.34314926249248, 56.39601278516696, 15.93071835115559, 44.22087843778826]","[1.0034924366114992, 1.019953713665571, 6.658901326983484, 5.965754146423539, 7.352048507543429, 7.352048507543429, 7.352048507543429, 6.25343621887532, 7.064366435091649, 5.742610595109329, 7.352048507543429]",climate change affect security scientist_warns former csiro scientist academic warning th,3181.225127358967,2.929070329706351,Negative
"[0, 39.85498149936437, 65.6636082281197, 35.7317845161084, 105.41216302152692, 105.41215601708085]","[7.757513615651594, 5.560289038315375, 6.658901326983484, 7.352048507543429, 1.0034924366114992, 1.019953713665571]",355c day october welcome climate change,1134.8503460555226,1.6454833670555198,Very Negative
"[105.41216302152692, 105.41215601708085, 52.49592665009522, 30.447129483542376, 60.68216133464705, 38.10028994146448, 46.93158657133147, 0]","[1.0034924366114992, 1.019953713665571, 7.352048507543429, 6.504750647156226, 4.712991177928171, 7.352048507543429, 7.352048507543429, 7.757513615651594]",climate change documentary_exus vice_president al_gore shown_englands secondary schoo,1708.4523845434644,2.005274791910792,Negative
"[83.34359062071653, 0, 88.29102846657176, 0, 50.13618148638541, 70.77471481525045, 105.41216302152692, 105.41215601708085, 91.85479517782748, 18.533923340058703, 21.934239852088787]","[7.352048507543429, 7.757513615651594, 6.841222883777439, 7.757513615651594, 6.841222883777439, 7.064366435091649, 1.0034924366114992, 1.019953713665571, 6.841222883777439, 6.371219254531703, 5.965754146423539]",mixed feelings held journey public transport climate change march big one,3150.3689639597865,2.9097158256250486,Negative
"[66.6234648908634, 52.62825313801726, 12.625388652585034, 27.830078939963474, 105.41216302152692, 105.41215601708085, 43.18644177179375, 47.567850497852845, 53.73577843042093, 33.682149638647914]","[5.965754146423539, 5.742610595109329, 6.25343621887532, 6.052765523413169, 1.0034924366114992, 1.019953713665571, 4.579459785303648, 6.658901326983484, 6.25343621887532, 6.052765523413169]",labor urges govt act climate change report federal_opposition called government,2214.8032226471487,2.3228829545286027,Negative
"[0, 39.789020830519696, 105.41216302152692, 105.41215601708085, 40.91178494511231]","[7.757513615651594, 6.371219254531703, 1.0034924366114992, 1.019953713665571, 7.352048507543429]",scotedublogs online climate change resource,767.5858313950976,1.415116990783947,Very Negative
"[56.253582151173575, 60.68216133464705, 71.82310634638948, 105.41216302152692, 105.41215601708085]","[6.25343621887532, 4.712991177928171, 6.052765523413169, 1.0034924366114992, 1.019953713665571]",watching al_gore talk climate change,1285.7969292853732,1.7401644919700445,Very Negative
"[52.20970019112546, 52.20970019112546, 105.41216302152692, 105.41215601708085, 91.85479517782748, 92.59080268435784, 85.8586212777071, 50.50465342868668, 46.65288198917687, 57.93932395867128, 52.79951453460088, 28.903094656043308]","[15.515027231303188, 15.515027231303188, 1.0034924366114992, 1.019953713665571, 6.841222883777439, 7.352048507543429, 5.811603466596281, 7.352048507543429, 7.064366435091649, 6.841222883777439, 7.352048507543429, 6.504750647156226]",extra extra climate change march reaches london leaving northern island july would,5314.926689346283,4.267432946455445,Positive
"[36.978213173518256, 88.26258306953862, 0, 49.53066188855776, 85.4405302802158, 0, 3.862275356454723, 105.41216302152692, 105.41215601708085, 0, 67.71262107919082, 55.18693943487192, 19.55275214512069]","[7.064366435091649, 7.352048507543429, 7.757513615651594, 6.658901326983484, 7.064366435091649, 7.757513615651594, 4.261006054185113, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 6.1480757032174935, 7.064366435091649, 7.352048507543429]",researchers gather discuss hot dry outlook new climate change projections due released thi,3023.2103168601234,2.8299556648291446,Negative
"[0, 89.42074645412019, 74.8802456491661, 105.41216302152692, 105.41215601708085, 54.92560824347998, 0, 89.42074645412019, 74.8802456491661, 105.41216302152692, 105.41215601708085, 52.10938291417629]","[7.757513615651594, 15.515027231303188, 14.704097015086859, 2.0069848732229985, 2.039907427331142, 6.052765523413169, 7.757513615651594, 15.515027231303188, 14.704097015086859, 2.0069848732229985, 2.039907427331142, 6.1480757032174935]",gn dutch_inventor wins climate change prize dutchnewsnl dutch_inventor wins climate change p,6482.830997825258,5.0,Very Positive
"[70.1581768957079, 0, 61.47043076691726, 105.41216302152692, 105.41215601708085, 29.75745409453921, 39.42212371520467]","[7.352048507543429, 7.757513615651594, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.064366435091649, 7.352048507543429]",foreign_minister oti sounds climate change alarm scoopconz,1681.0866625539059,1.9881096644423275,Very Negative
"[27.066358614607264, 32.12397774716192, 81.42164993567643, 105.41216302152692, 105.41215601708085, 30.47710054154297]","[7.352048507543429, 7.352048507543429, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.658901326983484]",british_pm asks_nz join_plan climate change stuff,1450.0259775536183,1.8431770325719192,Very Negative
"[27.066358614607264, 32.12397774716192, 81.42164993567643, 105.41216302152692, 105.41215601708085, 30.47710054154297]","[7.352048507543429, 7.352048507543429, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.658901326983484]",british_pm asks_nz join_plan climate change stuff,1450.0259775536183,1.8431770325719192,Very Negative
"[10.678264856169855, 105.41216302152692, 105.41215601708085, 35.071471278269705, 41.2714033027833, 72.1307101775213, 48.96347813911123, 29.368219520775405, 42.929986833917056, 17.306418170367017, 19.050207153942257, 0]","[4.21655429161428, 1.0034924366114992, 1.019953713665571, 6.841222883777439, 6.658901326983484, 6.504750647156226, 7.352048507543429, 7.352048507543429, 7.352048507543429, 7.352048507543429, 6.841222883777439, 7.757513615651594]",un climate change chief takes questions yvo_de boer executive secretary united natio,2391.353675130931,2.4336240861770015,Negative
"[30.3321716591217, 48.51536195741605, 105.41216302152692, 105.41215601708085, 38.48684567132948, 57.00321965137093, 71.9370993091307, 80.37702550580494, 36.02993856709556, 22.09123586140167, 0]","[7.352048507543429, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.658901326983484, 7.064366435091649, 7.352048507543429, 7.064366435091649, 5.885711438750003, 5.811603466596281, 7.757513615651594]",ceos call_action climate change cool carbon_tax ottawa canadas top business leaders_hav,2889.103588696293,2.745837325682486,Negative
"[23.56274615975825, 105.41216302152692, 105.41215601708085, 36.02993856709556, 26.565345870577705, 30.3321716591217, 0, 27.686423200502944, 46.34168826906964, 0, 49.73962217273997]","[5.811603466596281, 1.0034924366114992, 1.019953713665571, 5.885711438750003, 6.052765523413169, 7.352048507543429, 7.757513615651594, 7.064366435091649, 6.841222883777439, 7.757513615651594, 7.352048507543429]",globe climate change top issue ceos declare unprecedented consensus task force,1824.4013661059284,2.0780036988666444,Negative
"[78.666456127699, 105.41216302152692, 105.41215601708085, 89.40104659842868, 49.11678459747113, 27.818483111736608]","[7.064366435091649, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.352048507543429, 7.064366435091649]",computer_models climate change underestimated_pace arctic_melting study_concludes,1983.9342730318872,2.178070588526767,Negative
"[78.666456127699, 105.41216302152692, 105.41215601708085, 89.40104659842868, 49.11678459747113, 27.818483111736608]","[7.064366435091649, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.352048507543429, 7.064366435091649]",computer_models climate change underestimated_pace arctic_melting study_concludes,1983.9342730318872,2.178070588526767,Negative
"[63.94129471734982, 0, 35.46736103576164, 0, 105.41216302152692, 105.41215601708085, 22.673984010660345, 16.76643170119589]","[5.31516658028239, 7.757513615651594, 6.658901326983484, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 4.666471162293279, 4.787099150081893]",science documents us_seeks weaken climate change fight plan,975.3981820281034,1.545467123314629,Very Negative
"[51.56677587008354, 0, 53.22659498043353, 105.41216302152692, 105.41215601708085, 27.828993468336, 45.044472454544845, 51.56677587008354, 0, 59.25734805426906, 75.30287035013158, 0]","[15.515027231303188, 7.757513615651594, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.064366435091649, 15.515027231303188, 7.757513615651594, 6.841222883777439, 7.352048507543429, 7.757513615651594]",tried locate poster climate change google failing tried yahoo found seed_magazine cribsheet,3686.5740505131644,3.2460500419647276,Neutral
"[45.63593433340306, 91.03370976903128, 89.24266005736797, 105.41216302152692, 105.41215601708085, 68.0337374962098, 79.87320254895133]","[7.352048507543429, 7.064366435091649, 5.965754146423539, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.352048507543429]",major_conference needs_done combat climate change opens_thailands capital_bangkok,2811.7276820639936,2.6973033494607668,Negative
"[45.63593433340306, 91.03370976903128, 89.24266005736797, 105.41216302152692, 105.41215601708085, 68.0337374962098, 79.87320254895133]","[7.352048507543429, 7.064366435091649, 5.965754146423539, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.352048507543429]",major_conference needs_done combat climate change opens_thailands capital_bangkok,2811.7276820639936,2.6973033494607668,Negative
"[36.02993856709556, 4.674369631193151, 53.935472451565566, 88.26258306953862, 105.41216302152692, 105.41215601708085]","[5.885711438750003, 4.21655429161428, 5.454928522657548, 7.352048507543429, 1.0034924366114992, 1.019953713665571]",top global scientists gather climate change,1388.1923223922747,1.8043919212896185,Very Negative
"[45.12133794365121, 42.06073093965512, 69.4033837201745, 25.89393264692164, 19.85376609173657, 105.41216302152692, 105.41215601708085, 0]","[6.25343621887532, 7.352048507543429, 7.352048507543429, 7.352048507543429, 5.678072073971758, 1.0034924366114992, 1.019953713665571, 7.757513615651594]",way lake enjoying beautiful weather climate change advantages,1618.0533787643558,1.9485720870520309,Very Negative
"[70.42635887394866, 91.22512615943852, 105.41216302152692, 105.41215601708085, 63.01234776886871]","[6.841222883777439, 6.658901326983484, 1.0034924366114992, 1.019953713665571, 7.352048507543429]",browsing home climate change us_epa,1765.8271972718965,2.0412630978045145,Negative
"[70.42635887394866, 105.41216302152692, 105.41215601708085, 63.01234776886871]","[6.841222883777439, 1.0034924366114992, 1.019953713665571, 7.352048507543429]",browsing climate change us_epa,1158.3680836345752,1.6602348493466998,Very Negative
"[70.42635887394866, 0, 0, 105.41216302152692, 105.41215601708085, 20.06729572978172]","[6.841222883777439, 7.757513615651594, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 6.504750647156226]",browsing redirection epa climate change site,825.6310011486296,1.4515257775913328,Very Negative
"[39.8841120591926, 0, 75.22656361169618, 27.433973605933662, 72.11985950849173, 27.807243530350263, 88.49135533124328, 0, 36.02993856709556, 105.41216302152692, 105.41215601708085]","[4.689460680517977, 7.757513615651594, 6.052765523413169, 7.352048507543429, 7.352048507543429, 7.352048507543429, 7.352048507543429, 7.757513615651594, 5.885711438750003, 1.0034924366114992, 1.019953713665571]",china rebuts carbon emission forecast richard_mcgregor financial_times beijings top climate change,2654.6789261874796,2.5987946415811547,Negative
