word,sentiment_coeff
climate,29.821373120055828
change,32.05989672159697
breaking,51.77010965270675
new,45.394603155676556
global_warming,46.53405076882195
global,44.280237711469766
us,34.9906733578875
news,45.78197214945814
world,40.66767530739529
says,39.29391565498928
fight,47.164796783155644
part,22.61305749746495
report,43.48915724944789
energy,52.35344410054492
post,35.32056975457561
action,37.970481412786825
new_blog,49.98488259174607
obama,48.06479577593794
heathrow_airport,14.991696146833341
greenpeace_activists,18.936716511794888
british_airways,18.537459140742083
plane_londons,18.968896979320252
bill,42.04892380762191
changes,43.5542452406319
reap_new,18.754172494593657
world_weather,17.780306535175704
financial_storm,16.536042777344274
must_battle,18.17182546860639
industrial_revolution,19.713711200416135
poverty_conflict,16.329972354150843
un,21.169072903191797
green,23.458621125547484
one,48.46257872708105
climb_onto,17.53056209546046
protest_environmen,18.055074581177966
could,39.65784949206274
may,51.187309969396075
update,37.69275453145238
conference,52.28728837641397
guardian,21.260263093179912
impact,43.04437605368316
eu,43.305172227034596
plan,44.7718084398924
study,46.0443951713808
talk,52.09737055768413
debate,41.444020679891885
time,30.57332056904037
help,35.12242310031409
tackle,25.22910933825213
today,52.73242976936157
palin,45.22240830042012
combat,43.76219649208254
people,54.80762777087165
video,51.84719189115514
talks,50.19724565828598
need,32.52083216558025
get,40.21101029094707
science,27.61769282881097
see,43.97563016854419
mccain,37.629435178120296
think,25.689341484946652
make,48.64417250584542
earth,49.465915165888255
abc_online,26.16389173115602
c,27.361453349724513
economy,44.23322398798894
policy,38.431247911782854
bbc,33.66394145046832
day,49.18536675814514
going,25.06132164079112
afp,31.49663340027302
bush,23.527369442982696
crisis,39.38545248793983
first,50.65513616009072
must,39.85917769087417
address,23.082429310625148
great,52.63157262900032
times,49.06022626289314
reading,30.763480105274255
effects,39.71711085114017
good,38.034749492995374
blog,53.842004774826535
consumers,23.32885273120609
issue,44.21540571703307
like,34.01114897219156
causes,50.775496770750046
environment,38.63377309871294
say,23.904298089910863
threat,30.355985778631982
meeting,49.029333226170365
issues,30.451161196902795
back,25.274570955299588
summit,39.35880284045991
new_york,37.19031503190506
im,45.059755647443225
digg,32.36471641733298
current,29.648234215326664
business,49.57671118434917
final_report,26.678634094642504
uk,54.04987584772893
g8,46.44438899390148
stop,51.937529342290766
act,28.747130570596383
work,42.338595068009134
take,51.49492317677402
question,53.211750418416
research,28.916576555273505
review_draft,32.30598813577226
scientists,54.08925265707781
really,55.85313510178244
said,53.507849351777416
deal,43.94056132514804
australia,46.28434140880454
cause,34.710466676869544
telegraph,30.205006716538524
impacts,22.363746039097975
know,53.96006654325038
government,48.82905281187585
real,53.695411824856976
national,51.82669391162776
big,49.25836382592158
still,28.329105410941725
hours_ago,31.23034642791426
would,52.914063433310254
future,25.483904887971022
interesting,25.055915356647866
synthesis_assessment,31.20014104559555
weather,38.31705538368075
2008,25.771205159933707
financial_crisis,36.235742993139624
china,25.19832010026348
way,39.693277386119
warming,22.366907965163566
due,24.67270422234484
al_gore,49.716201857486574
thaindian,42.621955753212895
politics,42.38794560253617
dont,33.75936230205492
solution,32.7691290136792
water,24.28109876458432
health,52.05371712171531
final_third,37.058741251840054
review,21.229719765961416
emissions,33.72856385421464
link,41.643873117422125
go,50.62277329784228
biden,27.014724064783415
response,23.063428821698746
talking,50.20742471760782
campaign,23.87406423884229
threatens,40.39208002454153
science_program,23.325695369638147
group,41.00955623447191
lead,48.65949020214157
2,27.123059627943494
fighting,34.05319389932617
plans,24.470745440149834
watching,36.48516969512535
age,45.21144615423309
problem,54.43185165393086
answer,53.077989854548754
india,28.367418396251573
public_review,29.278691251135182
snow,47.13060515107234
targets,27.442643433111492
state,34.222125524391814
makes,51.72201359692687
solutions,40.56245631623124
eu_leaders,38.22931000478157
discuss,32.73667134795071
xinhua,53.700941178416294
want,48.674317894650244
carbon,21.120063122580195
warns,22.308404959566946
believe,51.96301735479372
international,31.57446521094975
read,21.94704266799081
much,57.61615111607659
w,25.413486283979584
thinking,48.00359006083781
online,27.73464491824581
food,23.421659098620534
manmade,49.49888320972597
caused,52.31338792223872
reuters,23.05656033834087
leaders,29.994329645463324
f,44.29098545810139
well,31.841103179942326
2009,46.30762202126641
fix,42.153697900284634
local,55.09843488634415
dont_know,40.59256550124978
press,21.483182125815762
guardiancouk,53.9965238990255
risk,28.554853951250333
man_made,21.437043937928024
hot,26.905672392291738
call,21.918964447594043
president,48.68667884765376
look,52.69661537667514
forum,27.36938222754371
nations,24.99200552951853
telegraphcouk,28.16408195590061
comment,22.50519843108373
end,28.107885324252084
year,28.92709402708769
got,49.71163858247382
planet,43.50924681752298
america,27.505611816774994
associated_press,23.949072067038998
p,29.954532079989526
africa,50.645750903070216
poverty,23.480422562029318
major,26.455863300601063
check,40.468110818801975
many,43.84558412204353
vpdebate,50.96608327409808
oil,24.789557458507982
tackling,49.4482898117473
new_chapter,46.059547271952425
scientist,23.2649740053637
save,31.872669908023642
affect,32.66923373363415
solve,22.882131840708183
goals,44.93497574846074
yes,52.18649644455537
calls,46.08974060961093
cant,49.68483468641592
right,27.536714993399542
meet,46.74601712973614
species,33.47179720967319
two,27.44112956126166
challenge,22.33313527161964
gore,31.92508613046334
assessment_product,28.344637403932875
draft_synthesis,24.994513930604086
role,22.970447507947387
something,53.53132610115646
social_design,15.5208374776756
b,41.007249205594135
london,47.391479145806066
european_union,31.15739954235147
greenpeace,25.329337545400517
set,52.992787144472956
th,31.907735201761817
top,24.26655080405204
using,26.27854092586783
leading,26.750316081489988
