word,sentiment_coeff
climate,105.41216302152691
change,105.41215601708083
says,9.789801929623003
global,4.674369631193151
un,10.678264856169855
new,3.862275356454723
report,43.186441771793746
china,39.884112059192596
world,18.90798429328025
fight,22.673984010660345
al_gore,60.68216133464705
plan,16.76643170119589
action,20.576108746999772
us,10.052588907681276
new_york,32.127279565227056
bush,42.66806853761032
reuters,80.40165256435029
canada,62.572917850467974
tackle,15.76037786894586
united_states,47.93615869386631
changes,7.156612608490619
summit,76.2536558858871
deal,83.12967670183323
today,15.024407364667569
people,27.728722937789172
panel,16.77304257961645
trigger_disputes,26.998004744368828
could_diminish,65.97677913705994
water_supplies,82.5186717620268
conference,86.83094763477786
north_american,29.482268228930923
news,9.607711252281835
science,63.94129471734982
talks,22.823720963596703
prime_minister,47.576772941878005
tackling,20.682680510817583
post,23.079755501956264
pm,14.567046046590374
apec,34.10600081197961
scientists,53.935472451565566
nobel_peace,27.109786167324845
g8,55.8882195099287
meeting,33.72359135309459
could,38.40882320919752
back,53.058656387881285
details,32.47153383109047
debate,69.40190562693624
environment,50.683033738421415
global_warming,85.60225115891875
study,16.277252568651377
day,39.85498149936437
reading,25.62061605310072
update,43.420655939346425
apec_leaders,43.19975694611574
bbc_debate,26.429458156708854
sign,76.99479644676519
new_blog,31.760953980435886
read_full,28.66553983346692
story_latest,58.620572307925464
weather,19.853766091736574
warning,15.93071835115559
time,58.92460591892208
urges,52.62825313801726
issues,97.08861555255793
leaders,48.334648286746116
un_report,77.92749077959064
energy,33.41915481846222
see,34.31255821567462
opec_summit,82.15213172672831
c,61.39610361414317
think,22.953999589401562
peace_prize,61.77542246400601
london,85.8586212777071
chinas,43.75548437315972
effects,71.46675290787233
war,76.19829839596929
business,22.09123586140167
threat,34.74740776978836
campaign,21.135138233989345
may,30.264549812610632
globe,23.562746159758255
take,57.06675837830208
inaction,90.50576472682913
calls,41.79306193762194
must,49.05217896600499
efforts,82.60861013679738
security,92.03950625488957
panel_warned,45.81023307561984
water,68.45675382962838
day_un,40.761526928106974
im,25.571562682886714
great,79.6506596959172
top,36.029938567095556
john_howard,39.042175871145595
gordon_brown,23.714748721044494
work,32.46357482147904
still,40.83394359558062
say,46.87324389399288
issue,26.565345870577705
help,7.825001687762343
nations,37.52932381349756
policy,44.48107650740238
government,33.682149638647914
labor,66.6234648908634
un_panel,89.88015021083665
gr,39.59954516031206
intergovernmental_panel,88.151709637952
harper,60.5289759792997
clinton_aim,83.38348587313368
green,22.476370313544976
article,35.638698497308155
combat,89.24266005736797
one,21.934239852088787
good,33.557779897469565
worlds,67.0305379600356
go,19.758962853211774
curb,41.5434895714406
politics_edwards,47.1643762323562
uk,88.48963384265227
agree,35.65165797491366
australia,34.56052231027088
going,83.36301961200647
carbon,75.22656361169618
special,45.980806327017305
leadership,59.526778700353624
need,17.431789002263958
focus,37.303316094374104
act,27.830078939963474
get,31.319485032995445
know,64.63632412503311
prize,54.92560824347998
sydney,57.40970534837557
year,16.448478093501954
ever,86.8276802683655
arctic,29.281725086678115
future,59.18455300391412
warming,45.12121762341853
show,27.45195156916113
international,42.40460539365726
gets,33.313775256885904
hit,34.25199601680693
talk,71.82310634638948
agreement,68.90678748940847
live_earth,36.39046483409827
first,85.42927853050196
right,33.80752460634892
strategy,64.51650123345037
listening,88.44981220825105
major,62.62921102595243
part,31.86577880052144
p,52.109382914176294
singapore,27.415879230559565
address,47.52252686868463
united_nations,31.81691116393803
trying,20.62931065226129
key,20.27898760045187
warns,74.61573339434996
greens,21.376734387368664
live,19.181025754618787
economic,31.191001346913424
1805_gmt,19.336436949734058
president,48.76594837067774
blog,39.41126205732489
minister,16.198181012541635
howard,17.1489090998345
commonwealth,21.45172182018318
thinking,76.34113627739735
us_president,21.261621077853103
due,67.71262107919082
tony_blair,25.03752443342556
gore,88.00125114232047
interesting,62.85052276241502
group,22.33059417100145
signs,85.52673331371152
check,82.85440968466062
pact,38.529139737125256
calling,29.632256743233295
rudd,19.216052690773385
peace,46.45567314800138
politics,71.03735459921961
