word,sentiment_coeff
climate,15.804891446223078
change,16.37191604830148
via,18.494895752798918
rt,27.49836584860071
fight,11.394162488205863
real,22.668100042509938
us,26.192316657595114
climatechange,22.718222003671478
global,23.875372490090978
leonardo_dicaprio,18.216619486830385
science,17.820418897874728
new,23.25056189303851
news,24.26456056305163
people,24.927371723777018
like,19.313625722685245
world,26.67645999806342
says,23.93079638138528
believe,23.20006450311183
trump,25.203129306174883
environment,23.804405281887398
know,23.37271777486625
one,23.31946988442096
talk,22.09816724667461
think,23.53363284755935
obamas,10.54644648948128
could,11.130686594064388
see,18.841158713196098
action,21.425821371166492
effects,15.754511084619404
real_chart,17.915830254720113
dont,25.409508429840308
want_help,18.28021697837829
report,17.02050585993419
tough,14.3877971462801
global_warming,13.024282084827329
start_reproductive,11.985736808972613
time,20.859271242045416
need,16.31434250485284
speech,23.626924654140296
right,17.695164504164783
would,24.967890455436347
deniers,14.472836533197809
trudeau_canadian,10.21580112751478
provinces_set,11.750383133650724
help,24.752759056172653
hoax,23.330769944468035
2,18.19595265549288
manmade,12.81154272611808
bill_nye,11.093013007243918
good,26.846569952197033
legacy_weakened,8.966135491606083
stop,16.873219219575322
address,19.91240058948678
us_investment,7.2608932594147415
get,26.896793469910754
issue,16.087012592723898
today,20.96333453248093
dirty_fuel,7.8302688353396785
make,18.45817719162788
really,15.185442429922155
due,11.65343648874152
want,23.2272138388707
changes,20.110772291431807
say,27.31400773564359
big_oil,11.554190706137252
way,25.235012248207763
years,15.614637020825581
also,26.861828783289276
huge,19.96886655956891
talks,24.227250709777095
scientists,18.838786997941256
may,11.254689373502861
earth,26.366196019141984
denial,14.310299384318139
leo,16.42233842153072
great,26.578660141529667
talking,23.679283443308123
future,14.613805325512104
energy,15.68584223653287
threat,14.628386019561603
take,26.406831593301575
students_drop,9.45798221377566
thats,26.992590801351042
real_happening,12.858603256139466
going,26.651985692299665
attorneys_general,11.194448610647111
impacts,19.10062574852753
combat,12.327174365998964
thanks,11.970602867478906
study,17.721894263537372
im,19.724231569663992
bernie_sanders,15.920110700884075
professors_tell,12.469588868566639
1,19.747385051628353
impact,11.21334713938964
class_dispute,15.8764314356998
planet,24.673261581615307
coalition_takes,9.08172574744027
must,17.487996167844095
big,21.345640383225994
proves,12.343474143890726
act,11.231474833432566
clean_energy,10.069372858931404
war,12.379857196187219
read,16.50834745901746
support,16.565622198272543
obama,11.9379319221202
said,25.350570846327084
much,13.82755872954855
reality,25.785640020281324
care,22.89214514073917
even,25.391125233332072
still,23.095104575815245
weather,13.069420580554244
health,23.658898209644178
concern,17.148648345457353
policy,16.77031094710077
cant,24.598735232616438
fear,7.892489817712658
isnt,19.067183321197128
green,14.745086860008179
debate,22.489989205499334
miami_beach,11.69496372857973
fighting,12.979019143069072
conference,10.239033436675111
work,24.54303583763585
well,25.40850877568058
water,15.544334550506663
agreement,18.139926611727418
oscars,21.399012668016148
donald_trump,14.825952934347
new_york,8.100013361850397
survive,10.902467239706406
national_security,14.227167058509654
times,15.747301209893358
important,16.656722587131483
tell,25.009775024349434
denier,14.195400959815451
please,19.05516035732589
thing,27.530567800797254
man,23.67226562505902
uschina_joint,12.529125496391332
rights_overpopulation,7.338587661300388
paris,14.55311355710603
birds_expected,12.164871750253088
adapt_well,11.771382830858414
show_substantial,11.74749101653863
dicaprio,12.185531026121103
2016,11.772328111925773
look,18.679226787370613
deal,12.571825914606995
yes,18.51719256373483
presidential_statement,14.349981791261476
voter_asks,11.807693263167746
un,17.787698099100684
bad,19.78163264480353
aw_news,18.240910969553887
many,14.178502450621579
cause,27.553976861902825
plan,11.227971686938554
key_environmental,8.69798509002729
first,10.948239449805072
gop,15.467530214645786
ben_carson,12.318019632366443
deny,14.731367282758166
affect,18.961355342528744
made,13.81254910905872
love,19.442486516428346
investors_reject,11.565027191863503
tackle,17.758288394167042
u,22.530736598043227
monitor,9.19265094548733
money,26.277205546287643
hes,14.936648605335973
talks_ameborworldcom20160229a,18.76934572352292
wind,9.049502192113488
actonclimate,14.274242186768321
evidence,14.135736997413506
research,12.6076406834695
rights,20.49742955725532
frustrated_federal,7.223375903537645
video,16.29183352063156
data,21.577173776662743
go,12.527154613674202
exclusive_agency,9.158677516023797
problem,16.929792293737954
inside_obama,7.648123288552113
lake_tahoe,18.36517667928567
4,13.34838883808375
politics,12.876362020668008
home,13.850214580392219
better,13.964470230421924
state,25.262614660042438
w,16.795214409831974
solve,19.008120690628658
blog,12.350751571965391
european_union,10.738485060636759
start,17.844407710282045
key_solve,9.729148691300203
spiritual_leadership,9.03220579284437
laura_storm,11.548191798705224
advice_conservatives,12.893912296700108
latest_berkshire,11.877052568285606
something,24.246667255760094
never_really,8.679385558557604
youre_smart,10.309510070755032
dont_accept,12.677507517628008
millennials_love,8.781251440996533
day,13.946492916583118
denial_killing,15.554855410105443
new_deal,9.543704861264569
shows,17.404589777763952
use,20.77337486924371
nothing,13.239234579896564
international_conference,9.945942751124676
back,14.144987803100475
uniteblue_tcot,14.147049119340664
climatechange_cc,23.12000540826384
co2,16.631976936156633
china,10.967745252241963
win,20.05217607376843
dont_vote,9.577489851510247
doesnt,22.799593209003636
dont_believe,23.930832391723193
food,17.353426891225734
meet,18.661720670557564
end,28.26179629976597
course,21.85308682841412
face,17.22990278992216
america,16.13951888018031
issues,17.26071943280741
things,20.69177174242067
watch,10.974786479085903
kids,11.430428155402831
youre,21.632800358506067
adaptation,13.644080056940869
caused,15.817702099820178
drugs_vital,9.892913251795036
gridlock,10.099530851958459
denying,12.135402596896018
mounds_built,12.731535807007194
theres,14.616974204895504
campaign_wants,9.684327214085107
business,12.354589257544829
milehigh_mars,14.99380011691908
happening,23.6179024451496
check,21.485365703345693
cities,10.87138258629392
already_affecting,11.367133874479407
actually,20.521422769585985
conservation,13.428010127554629
story,16.575104555883396
pollution,17.00165290646906
yet,16.296389667954085
got,11.504304772862513
come,22.37392673457788
breaking,18.622236814099516
risks,15.641205735728585
zika,18.74352341717025
lnis,18.25772956831907
new_satellite,10.695573972167836
stephen_hawking,17.387780028413218
americans_health,13.450691589205578
point,20.340060596250034
way_fight,15.530443488834116
mean,11.616884913555442
etc,14.71539848511895
president_obamas,14.82193301096379
collects_sea,10.568896286908782
humans,18.076858791624677
level_data,9.803622104626449
question,20.353312552588633
vote,22.533489061541104
treaty_closer,10.175933513730909
next,15.382062920754027
post,13.445981730126494
fossil_fuel,16.626898902199876
worlds_top,16.910281695316243
thought,15.318539038110554
political,21.496761313511477
fact,20.11816850347213
event,12.229380800251631
wont,18.973023112201226
hillary,15.044264893825142
extreme_weather,20.574078200749284
women,18.64458876871674
making,12.270820352341772
live,21.363384013886776
part,24.970486883566107
diseases_like,18.520476411066564
another,12.206998860467623
blame,15.951245436624134
sobering_view,14.701752217725303
ice_age,9.918747707624522
maybe,23.519625570552424
never,18.9495287160646
became_one,17.730222185661233
species,17.43908498998786
seriously,12.304780974282684
warming,16.152770337083318
liked_video,17.968675382739146
oil,15.108926045853602
join,12.49570252452205
best,12.170266114323848
worse,19.42520482776748
show,13.122954901081362
via_hng,11.716483364958258
call,13.244030903590824
enough,24.197583439409453
heres,12.772706919456136
discuss,11.161703627326043
al_gore,20.550667682775373
major,21.003448860443058
fracking,11.831950026123842
reduce,14.668366684180052
solutions,10.721738672411734
could_spread,18.671075460954558
everything,13.196056317906098
man_made,11.980835025497333
leadership,12.69377542986178
needs,20.726973271550634
done,16.815764013697166
colorado_professors,10.436632166735565
ratifies_landmark,10.5795499680901
less,11.960285377611251
lead,21.744880432564273
give,10.824750648204025
saying,13.045365304982903
truth,12.134034967521236
environmental,21.50565295157414
pay,16.358800086844557
theyre,22.35729380037428
power,12.524146078675754
national,14.904355643460407
life,13.222883880342971
disappear,12.100264843340618
warren_buffett,15.174234030052665
knowledge,12.96101820408126
national_geographic,12.655364011715655
bernie,26.295924518656427
thinks,25.709334577645098
combating,15.357502844022818
highlights,16.108260780748555
scientist,23.96048571553782
advantage,14.903754120975583
coffee,16.940025373325838
makes,16.487486619891015
addressing,11.292884606868837
devastating_images,10.873573867342925
3,11.291726267501552
key,17.103821224680498
may_turning,16.809821558202636
oscar,11.412243687544334
means,15.389808229924755
africa,10.957688819217292
long,21.693076186004927
government,24.455690590391313
university_colorado,11.559291368609982
isnt_real,14.63547120062556
hard,11.622256646008806
wrong,23.56467250385645
drought,10.746637887467887
getting,13.511385566000564
ocean_sciences,24.518051392369955
focus,14.341898860204518
article_day,19.862115193418454
around,14.778375428605969
nature,14.650417029797001
everyone,27.056640089637128
every,11.988691516491226
might,28.32367607142441
article,13.834964245803388
massive_victory,14.331034968985332
sanders,17.122870135195562
leaders,24.9923172206997
serious,16.339989160950022
cdnpoli,11.705597375293557
lawsuit_washington,10.703741775281928
votes,17.60733663076735
interesting,26.407234673517774
uk,11.5746017027103
5,22.051807927407292
california,10.992795303763812
7_kids,15.777357008588547
release,15.031869427411921
since,25.917661823271835
exxon,14.454248767370853
learn,20.242911053987203
meeting,14.625572332660008
find,13.370627460462005
african_antelopes,12.23739611193488
true,11.737674702868839
already,22.655465382343554
filming_revenant,8.900851291864425
scam,21.225067900182133
agriculture,12.039399132971564
paris_agreement,24.757042463230814
revenant_showed,11.149280991805522
clinton,25.341962843852343
washington_state,8.921070227046053
public,14.516393681110925
education,20.2994844235012
called,16.526791738165915
bc,20.13142316973959
president,26.87217265886813
gave_sag,7.387827340384648
emissions,11.044900984640064
firsthand_view,8.162560260713462
last,23.173707988786955
dicaprio_terrifying,7.181820877549847
winner_leonardo,7.440784160539953
