link,text,user,date,is-retweet,external-link,quoted-post,stats,pictures,videos,gifs
https://twitter.com/prpnews/status/1123376482242396166#m,tinyurl.com/y5nmqgz3 U.S. Rep. Fletcher says climate change adaptation should be a priority at UH Law Center's North American energy,"{'name': 'PressReleasePoint', 'username': '@prpnews', 'profile_id': '1432162498', 'avatar': 'https://pbs.twimg.com/profile_images/1432162498/zen_logo_bigger.jpg'}","Apr 30, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/jilevin/status/1123376442308427777#m,Climate change is quickly taking over as the top 2020 issue for Democratic voters bit.ly/2GU0GDF,"{'name': 'Jeffrey Levin 🇺🇦', 'username': '@jilevin', 'profile_id': '1498112732779859974', 'avatar': 'https://pbs.twimg.com/profile_images/1498112732779859974/BrQJ6nn2_bigger.jpg'}","Apr 30, 2019 · 11:59 PM UTC",False,http://bit.ly/2GU0GDF,{},"{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 3}",[],[],[]
https://twitter.com/wsiutv/status/1123376427519348736#m,Learn how climate change can affect nature's perfectly synchronized partnerships. Tune in for 'Nature American Spring Live: Connections' - WED (5/1) at 7PM on WSIU TV! #Nature #AmericanSpringLive #Connections,"{'name': 'WSIU Public TV', 'username': '@wsiutv', 'profile_id': '1527637589464956928', 'avatar': 'https://pbs.twimg.com/profile_images/1527637589464956928/okAnfL6o_bigger.jpg'}","Apr 30, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",[],[],['https://video.twimg.com/tweet_video/D5cI56vWwAMcYdl.mp4']
https://twitter.com/Benoit_Beyeler/status/1123376393331462144#m,The most effective way to tackle climate change? Plant 1 trillion trees https://www.cnn.com/2019/04/17/world/trillion-trees-climate-change-intl-scn/index.html via @instapaper,"{'name': 'ZIPHYON', 'username': '@Benoit_Beyeler', 'profile_id': '1721259785549398016', 'avatar': 'https://pbs.twimg.com/profile_images/1721259785549398016/Tu-QAK5n_bigger.jpg'}","Apr 30, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/pyrocumuluss/status/1123376367515709441#m,u can’t “solve” climate change unless u target the militaries of imperialist states,"{'name': '🇵🇸 #freepalestine 😷 mask up ✨lacunosus', 'username': '@pyrocumuluss', 'profile_id': '1669488163151028224', 'avatar': 'https://pbs.twimg.com/profile_images/1669488163151028224/9dVk8tEO_bigger.jpg'}","Apr 30, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 7}",[],[],[]
https://twitter.com/Jacquelinebune3/status/1123376355180208128#m,https://invidious.no-logs.com/pvuN_WvF1to  Play this video if you care about climate change..WARNING..ITS Inappropriate for children...but great for Adults!! Lol😝😜😁,"{'name': 'Jacqueline bunes', 'username': '@Jacquelinebune3', 'profile_id': '1210764196326993921', 'avatar': 'https://pbs.twimg.com/profile_images/1210764196326993921/SmeQAEaO_bigger.jpg'}","Apr 30, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/MarkABernstein/status/1123376333621350400#m,"Cool little graphic quiz. Not everyone needs to go vegan, just eat a little less animal products #plantbased #ClimateChange Quiz: How Does Your Diet Contribute to Climate Change? https://nyti.ms/2DJ30eR","{'name': 'mark allen bernstein', 'username': '@MarkABernstein', 'profile_id': '1294797931116023809', 'avatar': 'https://pbs.twimg.com/profile_images/1294797931116023809/poonSrvZ_bigger.jpg'}","Apr 30, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[]
https://twitter.com/RosieEmery/status/1123376260288319488#m,The #media is failing on climate change – here's how they can do better ahead of 2020 https://www.theguardian.com/environment/2019/apr/30/what-will-it-take-for-the-media-to-focus-on-climate-change-in-the-2020-elections?CMP=share_btn_tw #ClimateChange,"{'name': 'Rosie Emery', 'username': '@RosieEmery', 'profile_id': '1634155685150638081', 'avatar': 'https://pbs.twimg.com/profile_images/1634155685150638081/Cx6nx18A_bigger.jpg'}","Apr 30, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 2}",[],[],[]
https://twitter.com/GeorgeThe9th/status/1123376224158535681#m,"Wonderful to see nature returning, reforestation, the return of habitats for rare wildlife, and the positive contribution toward reducing climate change ;)","{'name': 'King George VIIII™©® 🇬🇧😷💂💩🦠🏆', 'username': '@GeorgeThe9th', 'profile_id': '1077056242760204289', 'avatar': 'https://pbs.twimg.com/profile_images/1077056242760204289/zea4EZuZ_bigger.jpg'}","Apr 30, 2019 · 11:58 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/QuestFanning/status/1123376156567322624#m,I just attended a Hudson Union event  where Joe Pascal interviewed former DHS Secretary Jeh Johnson.  You could perceive a bit of surprise in the audience when he answered what he thought 2 greatest long term threats facing our country are: #NationalDebt #ClimateChange,"{'name': 'Quest #AntiWar Fanning', 'username': '@QuestFanning', 'profile_id': '1542721459218522115', 'avatar': 'https://pbs.twimg.com/profile_images/1542721459218522115/-2iRW-Yg_bigger.jpg'}","Apr 30, 2019 · 11:58 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[]
