word,sentiment_coeff
climate,34.61351015042343
change,39.49707433217411
people,54.96774361158914
like,42.731632052234545
us,53.8927767823634
via,40.20016899962097
one,63.56516930108221
real,58.78137900471515
dont,46.663792047476015
think,53.27013302867306
need,59.740155999510996
would,58.722482726842
time,33.23582386957604
get,44.55272980386988
global_warming,59.85877288336003
know,68.7805996276666
also,66.0590415990145
world,51.19923146598786
see,21.322908492215205
science,59.409340088783225
say,56.44831759173917
fight,32.39825088277408
going,55.359014497648005
global,59.812790382544826
believe,64.55734246196397
want,62.34532675030969
thats,55.50797024769019
make,61.427648567997586
trump,50.80556879785692
could,70.887302296205
much,65.1846339876543
stop,70.72512566107976
new,49.539476509261576
even,65.67083317980706
climatechange,56.698138140848364
right,71.36314496423823
action,57.25112737394335
take,43.218015864086695
well,54.53253884970991
still,68.44421973849707
good,65.87728111822676
really,74.97059517610279
way,72.13549739459552
im,70.01858966065839
many,72.52117980739393
weather,61.20209220254807
isnt,62.45186431206419
plan,52.54284927445819
go,71.26160053755868
future,59.38336971473626
changes,58.846969985859275
nothing,70.24988862658226
issue,61.24428364362716
help,70.67182941691827
cause,60.67378865903365
today,58.23935751509549
cant,71.6837378847073
earth,65.35716308371288
due,60.421960917556824
planet,65.16246312536595
work,58.202297439346864
talk,41.675310985224975
something,62.733590597052
years,50.632982562957835
problem,61.68962454008875
policy,29.240811146869202
scientists,35.178419878313775
yes,71.96828951512722
deniers,69.94951957711947
must,65.80239365096406
said,63.74699345724612
government,66.55833319326413
debate,56.15489077824867
2,59.21763099484352
read,53.66120129681067
environment,69.25581193859415
actually,57.03074138966933
address,67.47620142762646
better,64.43143827047426
doesnt,53.016615178770664
says,54.72952186933382
great,72.73759998795651
news,45.7719951109479
issues,60.19845226666319
hoax,48.0342103649783
jay_inslee,9.248204528689964
deal,48.46698657529026
effects,60.37883489276051
thing,73.68032935341154
first,68.24097429565487
may,53.413899805570495
money,45.569986843332835
country,61.74928547598668
movement,6.929579811839451
1,67.92201463550091
water,42.5446876165271
crisis,67.01230730767467
youre,69.1795540150847
use,75.59057497339217
care,45.9315013950807
important,63.29131644382078
impact,69.86414935772486
anything,55.399867144383194
bad,59.00618222931919
support,70.41100854357802
wont,66.10769957174641
never,69.34923439013592
polar_vortex,30.4717258737728
made,70.13245816984411
things,71.78311365510451
please,47.19970721354251
vote,55.529157135974444
already,59.322929104491536
keep,64.78414368813664
needs,60.259340413816396
pollution,55.827509663662354
fighting,49.42789088133503
look,64.31731989736934
every,73.1842869632242
another,62.237047614585485
back,63.201083804775536
big,54.668649979315916
talking,50.170295313883884
since,56.95839338560287
maybe,63.8016153009238
point,65.11319160287147
making,55.10624689869013
come,49.912737953342514
etc,53.74342150218014
part,60.22863660621244
lot,67.01485021208978
join_movement,8.420176726699356
means,49.140964292404746
kids,69.62031617770486
tax,63.68544162604012
day,70.94420736439653
always,70.69515566910502
caused,58.14087404489216
humans,58.786809456677574
fact,68.84763611743841
impacts,43.83252527096545
live,72.56598298665605
combat,44.31425657990031
tackle,35.21025877313813
political,71.93436308631556
carbon_tax,65.57920683672435
threat,59.428322657174405
power,51.95902130966775
got,70.59675448728834
thanks,51.50820681846094
children,65.65924312005546
3,54.00933992903603
theres,64.4697995453441
yet,72.56798237412968
put,67.50705159863783
ever,70.44682151658384
happening,72.33152079904498
denial,61.82229727583598
bbcqt,41.43001039361961
warming,48.87248283378624
economy,44.9859276317778
tell,76.68914932077833
emergency,59.89801489184052
left,70.4086867706606
brexit,45.73870251949801
didnt,49.46551044391771
democrats,68.21580580190816
hes,70.18014055629482
denier,60.109390643919276
wrong,70.93931205803088
agree,63.83204900004682
end,70.24576079384285
everything,73.19124412385781
understand,53.48210155733036
act,68.4242724534403
enough,69.76085900605953
solutions,57.05919098074331
might,71.79943747617504
energy,65.77121900969357
start,43.86908917873281
party,64.52136095182402
co2,61.56233245995577
health,44.02616733315861
without,60.95085912064066
politicians,38.78696788519009
mean,62.54608860263977
saying,73.13251745577892
hope,75.9315670215572
research,34.29423154795244
year,44.65391054833778
least,67.21802189123525
face,38.73080423708561
theyre,72.30440250856628
less,69.49832715661935
life,63.296311130501564
give,60.884832327948295
cost,74.69949556888305
america,42.416117261012616
show,64.71771663938698
long,66.79460472714135
around,67.05388903204494
coming,46.82689801539436
arent,73.93669038536902
sure,59.34997891905674
little,59.5308772057934
evidence,69.27655677510586
policies,69.5479828353416
call,54.46127926611044
dont_believe,72.68373468765095
facts,54.48091183279356
emissions,63.47500499522779
cold,57.99780497592627
next,69.74126456080646
everyone,54.85437127616974
causing,51.42218674305225
lets,68.56134112507313
man,68.02616684486681
best,67.80188828092923
uk,48.885258724593776
seriously,42.465070405969556
oh,72.22470141165738
try,67.22237911931626
comes,57.66851575176629
stupid,66.14260008335708
using,59.40107262144341
getting,52.947272616884355
makes,63.6141618288532
used,74.58971062697933
instead,47.6493500904794
public,64.95072689508225
probably,57.41484156896027
president,64.03814757006505
canada,55.475070299198904
report,39.42517401326462
thank,75.43492258322311
called,65.85287541823648
learn,74.74274989626403
true,74.52540897537392
data,35.41774745518744
control,55.75475946890478
pay,54.58599679455956
last,71.06841886456726
anyone,68.6564171950287
manmade,49.6786980816697
course,72.36131320349682
u,60.62356144394923
state,66.19188612331882
countries,55.016934177479285
extreme_weather,66.22532826658494
green_new,53.397866398508434
trying,57.392247440489314
two,61.36099025663895
gop,47.37795866582
someone,71.29893066416396
taking,70.21566462758521
changing,66.75506987460189
fake,72.35828272017096
politics,73.35980466417415
fix,53.49447637620882
love,63.133686332970925
labor,18.687595603608145
man_made,63.927572799036284
current,38.028808644638886
hey,76.86311490994945
healthcare,74.67514747462448
republicans,66.65071551610852
deny,67.66044819360097
question,56.904099987661425
australia,67.06776392577368
ago,56.099872471108014
solution,71.23635530793709
response,74.45646789217231
media,52.23388448017627
addressing,73.63702345276911
denying,72.42532191958871
done,52.23960666308565
agenda,70.34272652518027
un,54.13684393012626
reason,55.677079897259766
far,55.3658308333918
others,64.91473748166156
green,49.316588375187365
wants,68.61862314004321
major,67.06826447966151
environmental,47.99818816617865
lol,60.93340074844542
risk,60.63473913692209
ok,46.95934191650923
thought,61.94742740676993
find,57.57411045892509
yeah,56.703721023794245
human,67.31103716692846
trees,41.32045602695119
moment,18.491429270613942
species,66.38112098279652
working,72.39075429857157
hear,68.81538614739108
bill,64.81248790180587
whats,69.43353275137235
industry,63.42879768527409
serious,75.21440568818753
isnt_real,66.29038883012183
week,33.12574745369283
either,73.45039983870298
infrastructure,38.88706778354407
dems,59.83914651206783
effect,38.36138127537173
jobs,62.69916363517087
though,62.15141548768685
told,59.536734316215856
food,34.71771365961814
extreme_cold,29.78527320105405
listen,51.5243805813967
join,16.028952545691336
poor,41.712127223782076
story,54.28881058236777
idea,68.83807962968501
history,68.92553997207486
natural,66.32549236507965
carbon,33.62280470422475
health_care,64.83949899913904
shit,65.39820273381649
become,41.28156437220865
heres,57.336559816630604
watch,38.40170812917703
article,69.37085112221163
linked,63.77918247509001
lead,68.88628363214413
blame,48.7531554099924
rather,41.705338216834484
hard,63.32345765412198
liberals,57.352694287125544
auspol,41.37010957394304
feel,54.429030563331814
gets,69.26034347928167
reality,69.3782251353658
answer,75.12729164133965
2019,34.899752751767316
looks_like,4.506651334561382
nature,34.058582074396924
education,69.94068018302453
move,62.71726160949879
causes,58.97934468719498
free,66.64888694800666
americans,67.66555571979568
capitalism,71.99047736070149
10,37.24707011937924
worse,45.92430879718067
problems,39.383891629015125
war,58.94891628581804
guess,54.879219807885036
4,44.82989708537
scientist,65.29776511060719
dont_think,47.58487249409368
let,58.60995981825559
focus,40.864528506135116
study,70.91274035535758
matter,61.49255696432948
check,74.13438549945852
national,44.999999483575586
decades,32.7789333144036
thinking,53.78199271927416
ask,48.42393092722058
leadership,3.8866216645925236
however,60.48312751650218
sun,51.33006642112573
away,64.09135628317821
tackling,32.700423814299576
top,71.28810625717031
12_years,63.416862795448374
days,38.75302267591875
old,47.39836981957072
likely,46.20480781773811
claim,42.29285974723668
system,33.92056142101703
shows,39.065407214256595
job,67.53225148919782
dont_know,66.52194156760609
lives,34.3732020476733
combatting,13.450984452085706
scam,43.658795626243624
increase,66.32203395784308
summer,59.90664245686059
ill,72.06703975805675
protect,71.67949022815043
fossil_fuel,51.17973721090401
event,35.96107885616871
costs,74.944729762524
solve,62.38370488874307
challenge,71.85544827114326
events,43.516346701421966
fires,71.10209900184131
home,49.69588211723457
continue,59.587532983263955
bring,58.42971162925983
die,52.213252576559185
city,68.12809844531839
cities,49.70318590746723
governments,63.57147792696408
school,58.76803126608358
rich,66.08722041901297
huge,52.74121642351775
campaign,61.825303033560445
tweet,65.61814651907585
exactly,76.99863096887113
govt,66.30209619677272
students,34.38579319048979
extreme,66.26673442532903
seems,66.28341671268542
saverobertsallotment_saverobertsallotment,1.3332868489287821
business,59.01766434422477
voters,27.796199407513566
bit,65.7297802703288
private_jets,14.462867996022595
result,45.64842685234857
side,66.1101476761465
remember,75.02589224432033
humanity,72.78581469985771
ones,70.38420829893174
want_fight,16.6237679379127
temperatures,45.044594593489265
times,67.72513649003638
video,43.82251298365783
literally,66.5131905536932
whole,49.92535910607762
save,59.443627620362136
american,48.629792438873736
rise,55.27443274852986
land,34.95156210276639
election,65.93587863321933
flooding,60.60952120053663
ideas,34.89331285656349
whether,59.829948865423475
reduce,41.275969987908375
happen,66.0183868302604
high,47.34616961341034
including,42.86609601553263
mind,68.92807971087015
explain,71.48967461270504
ways,39.95698049586228
growing,43.2170192166311
truth,70.05919807662477
states,63.24093928882329
concerned,66.78268872102049
bc,69.23480519710598
community,41.76364408768322
along,42.89081579513162
clear,54.49452633629883
god,73.3526082898367
hot,68.5918338755928
farmers,48.97067836019232
age,50.636717943786685
opinion,52.649051848381546
economic,75.45884633310496
even_earthday,16.966681505648037
companies,36.828105701863954
biggest,47.656021426393266
experts,70.11908675512993
arctic,45.218586806779896
based,57.743295964429606
cannot,62.170297864632076
winter,60.8630717604415
moment_join,13.808118765610608
candidate_committed,14.015782972928013
take_action,30.677644486029617
fossil_fuels,67.4148886731997
argument,40.50264511424858
hell,41.1958856128981
air,29.327255438588445
kind,49.644082612466015
w,41.45696690088491
needed,48.6979965373327
wonder,40.49479345845779
stuff,45.92764970737636
contribute,31.84840324836041
discussion,47.30667768647935
cdnpoli,57.50155629050711
sign,31.341723627953684
looking,40.620099884235955
lie,46.61885979737934
full,59.134055146978284
communities,46.66547003119156
combating,10.11842194605626
increasing,52.70395586922915
ice,49.18660187097424
coal,70.44397859918513
possible,63.562450773806376
leave,69.38262607460265
eu,68.70547656006718
conservatives,70.84445117960988
number,44.711725251041955
different,68.92025091152787
local,39.309861452198064
especially,58.39187746407983
words,39.53803147728328
message,18.310444336701046
putting,47.43795864604686
perhaps,51.233989937760114
population,36.21885438962605
fear,36.13268652729565
small,33.06886913930029
day_combatting,7.5517092846391085
set,61.89624222479935
ive,74.77440373600179
rt,39.09415408727055
past,64.16091956775246
matters,36.516547458181186
name,66.23889594195907
earthday_one,8.15714395804068
must_top,7.882712206724897
priority_moment,8.322890635880642
longer,70.46978936779892
meeting,33.97804792150581
interesting,76.85916608620633
sustainability,62.627248217068285
push,34.333828406464505
study_says,21.57201763943194
project,59.10772543275042
al_gore,30.045805485193696
seen,35.739793658752056
consequences,74.49155629424303
disaster,66.02419841394084
discussing,39.49835899757225
rain,58.230476740753986
immigration,53.467720372246276
shes,56.10034188958379
proof,43.093789278924525
gonna,72.09856880596419
ocean,51.43067255984448
fucking,72.21301507965288
oil,64.44366715945752
lost,44.01645526784573
late,67.67304784443158
social,66.23128466193117
heat,44.908607962110565
person,62.73256570016558
liberal,39.29839510005684
actual,75.62085127888051
joke,49.31050775783734
trumps,34.19310512582728
mention,45.394651890636396
california,57.5828607958137
unless,65.8707855526861
poverty,66.75492619540618
affected,58.563906410666405
believes,57.420131871941805
behind,55.979518151831265
responsible,56.53049405939549
dont_care,54.524239139036055
climateaction,52.43407525627073
leading,48.837518151659665
slow,60.46901697968586
knows,63.8710960228706
dangerous,48.32047126426457
usa,39.74520514633774
wait,60.43350327518773
leader,73.71477811648434
absolutely,63.33242122368168
conservative,65.1261725583891
behind_weeks,32.084427797011095
related,71.90003079063666
worried,72.46838674237195
run,37.92715247491225
ignoring,40.663146858484836
example,66.42690674112046
folks,70.73955907012163
ppl,46.643310998663
republican,54.78130073907762
play,43.15961784279379
aoc,62.589367252193185
yall,68.77909621562793
plans,62.14305915329554
ignore,60.46086121018177
information,37.67460874276543
temperature,63.93682471613161
national_security,58.40684382020022
actonclimate,50.69447659841822
wouldnt,69.46928494659909
clearly,68.18945363676829
greta_thunberg,29.70184946275511
canadians,58.26503380511591
place,41.692974109720815
nuclear,50.58495641384165
fuck,66.37782931370486
candidates,38.185490386823375
worry,72.80274997306654
cool,38.44553485083523
massive,51.683293134314226
legislation,72.51594444051314
often,76.82269796636545
together,37.70993717548061
conversation,61.23985988440768
kill,54.0833548797884
topic,32.9997650584769
priority,69.56622568612369
vs,70.12858137332613
create,69.37753095966815
tomorrow,58.01205781279734
found,45.41546192043586
takes,39.154097842798215
society,37.29177705835735
china,53.70664845074704
house,58.6965371537344
levels,34.792987829652596
soon,36.11436065022452
head,40.99810378778927
understanding,44.156152928424774
completely,37.58158012849307
thinks,60.2652901553012
weve,71.08903613951036
congress,46.86922031894683
living,75.35263583478098
generation,52.00316385343302
greennewdeal,49.60359316144605
consider,41.184811619061705
5,62.572779465019536
guy,58.94541517515253
recent,40.72088754472501
scientists_say,29.098291562205013
went,64.5867613403274
concern,36.95535613923148
given,71.57563845106344
panel,31.89952074339618
conference,32.81409300761365
driving,64.86929622270111
wasnt,67.54877934688147
ignorant,54.222898433640026
paper,36.83080912543015
area,49.69141369371037
helping,41.34779221707542
theory,44.28638386564182
anthropogenic,46.35972152015428
climatechange_climateaction,42.82863583387975
level,41.62812980565476
warm,64.0350484742745
taxes,69.8279177639812
efforts,71.01038252913902
discuss,35.60490199040473
happened,62.61001075265401
actions,27.318781754423426
