link,text,user,date,is-retweet,external-link,quoted-post,stats,pictures,videos,gifs
https://twitter.com/DefendOurFuture/status/1134610473381486592#m,Powerful op-ed by @Arnold Schwarzenegger and @kdeleon on tackling climate change and pollution - regardless of political affiliation. #ActOnClimate https://www.sacbee.com/opinion/california-forum/article229958169.html,"{'name': 'Defend Our Future | #ClimateCantWait🌎✊🏿✊', 'username': '@DefendOurFuture', 'profile_id': '1411006947487268866', 'avatar': 'https://pbs.twimg.com/profile_images/1411006947487268866/mBmxCWMg_bigger.jpg'}","May 31, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[]
https://twitter.com/KarlShipps/status/1134610454242836481#m,"@AOC is my hero. She’s put climate change center stage. My granddaughters have a lot riding on her success. As for bar tending, FDR mixed the drinks in the White House in the afternoon. He’s a real President, unlike the current one.","{'name': 'Karl Shipps', 'username': '@KarlShipps', 'profile_id': '1143419989954879489', 'avatar': 'https://pbs.twimg.com/profile_images/1143419989954879489/3eIwYA1V_bigger.jpg'}","May 31, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",[],[],[]
https://twitter.com/QuentinDempster/status/1134610362462900224#m,Germany’s Angela Merkel emerges as a global leader on climate change. By 2050 we must reduce carbon emissions to net zero. C’mon Australia!,"{'name': 'Quentin Dempster', 'username': '@QuentinDempster', 'profile_id': '554510464999104512', 'avatar': 'https://pbs.twimg.com/profile_images/554510464999104512/30MM94gT_bigger.jpeg'}","May 31, 2019 · 11:59 PM UTC",False,,"{'link': 'https://twitter.com/SBSNews/status/1134291422981394432#m', 'text': 'Angela Merkel has said, ‘each and everyone of us, must play our part’, to combat climate change, in a powerful address to Harvard University', 'user': {'name': 'SBS News', 'username': '@SBSNews', 'profile_id': '1658349990174154752', 'avatar': 'https://pbs.twimg.com/profile_images/1658349990174154752/yZsfyzH9_mini.jpg'}, 'date': 'May 31, 2019 · 2:52 AM UTC', 'pictures': [], 'videos': ['https://video.twimg.com/amplify_video/1134291102498938880/pl/stVyjfP2_3scN3xJ.m3u8?tag=12'], 'gifs': []}","{'comments': 103, 'retweets': 366, 'quotes': 33, 'likes': 873}",[],[],[]
https://twitter.com/RachGolden/status/1134610318372610049#m,"As global climate change and biodiversity loss accelerate, it's more important now than ever to support conservation and protected areas. via @grist (9/) https://grist.org/article/the-u-s-is-leading-the-charge-to-scale-back-protected-lands/","{'name': '🌎🌏🌍 Dr. Rachel Golden Kroner', 'username': '@RachGolden', 'profile_id': '1368672057207234562', 'avatar': 'https://pbs.twimg.com/profile_images/1368672057207234562/dagNGPBM_bigger.jpg'}","May 31, 2019 · 11:59 PM UTC",False,,{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 5}",[],[],[]
https://twitter.com/EUAmbCanada/status/1134610297740677120#m,"Thank you BC Premier @jjhorgan for opportunity to meet you today in #Victoria! Insightful exchange on #trade & #CETA, #climatechange and #greeneconomy - many opportunities to further increase the #EU cooperation with #BritishColumbia. And safe travels to Europe next week!","{'name': 'Dr. Melita Gabrič, Ambassador', 'username': '@EUAmbCanada', 'profile_id': '1600270877685436425', 'avatar': 'https://pbs.twimg.com/profile_images/1600270877685436425/OH4717r1_bigger.jpg'}","May 31, 2019 · 11:59 PM UTC",False,,{},"{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 7}",['https://pbs.twimg.com/media/D77yC6DU0AIrQ0k.jpg'],[],[]
https://twitter.com/juliocuc/status/1134610193659105280#m,Landmark in humanity history #climatechange #crisis,"{'name': 'Julio E Cuc', 'username': '@juliocuc', 'profile_id': '1417627911629201409', 'avatar': 'https://pbs.twimg.com/profile_images/1417627911629201409/O_8PtJbt_bigger.jpg'}","May 31, 2019 · 11:58 PM UTC",False,,"{'link': 'https://twitter.com/AlexSteffen/status/1134537375046983680#m', 'text': 'Wow. ""We will not let you get away with it."" Watch this, please. This may be @GretaThunberg\'s most powerful speech yet. Honored to be quoted in it.', 'user': {'name': 'Alex Steffen', 'username': '@AlexSteffen', 'profile_id': '378800000055228614', 'avatar': 'https://pbs.twimg.com/profile_images/378800000055228614/224d7f1a0b7bd1496b62c50af52fb97d_mini.jpeg'}, 'date': 'May 31, 2019 · 7:09 PM UTC', 'pictures': [], 'videos': [], 'gifs': []}","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/jmatacola/status/1134610171919921152#m,and yet and none of the others are receiving the front page news that it demands! I guess it would mean we would need to address climate change now would it not?,"{'name': 'john matacola', 'username': '@jmatacola', 'profile_id': 'default_profile_bigger.png', 'avatar': 'https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png'}","May 31, 2019 · 11:58 PM UTC",False,,{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
https://twitter.com/sheilawalker73/status/1134610164886065153#m,"Just how many hectares would not be burning right now if we’d practised better forestry management ... I’m betting a lot less than a tax has stopped! Climate change did not START this fire, but forestery manegement would most assuredly have limited its destruction.","{'name': 'Sheila Walker 🤷🏻\u200d♀️⛳️🍸🔥', 'username': '@sheilawalker73', 'profile_id': '1723901956413177856', 'avatar': 'https://pbs.twimg.com/profile_images/1723901956413177856/DK9YMiub_bigger.jpg'}","May 31, 2019 · 11:58 PM UTC",False,,{},"{'comments': 1, 'retweets': 2, 'quotes': 1, 'likes': 2}",[],[],[]
https://twitter.com/tilly64/status/1134610103410122752#m,1. Its climate change not just drought 2. country nsw keeps voting in science denying Nationals or SFF 3. Sydney protested NSW landclearing laws- landclearing a key driver to climate change and desertification,"{'name': '💧🌱 wentworth falls', 'username': '@tilly64', 'profile_id': '1256824089831813121', 'avatar': 'https://pbs.twimg.com/profile_images/1256824089831813121/UOvj1clz_bigger.jpg'}","May 31, 2019 · 11:58 PM UTC",False,,{},"{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 5}",[],[],[]
https://twitter.com/anniegirl1138/status/1134610072938590208#m,No one is saying it would. CT is about changing habits that are making climate change (and forest fires) worse. The Premier is changing the subject and hoping no one can see it through the smokey haze over #ableg right now.,"{'name': 'Ann Bibby', 'username': '@anniegirl1138', 'profile_id': '797520122793463808', 'avatar': 'https://pbs.twimg.com/profile_images/797520122793463808/ylkRs_O7_bigger.jpg'}","May 31, 2019 · 11:58 PM UTC",False,,"{'link': 'https://twitter.com/globeandmail/status/1134592663582257152#m', 'text': 'Alberta premier says a carbon tax will do nothing to prevent forest fires dlvr.it/R5pKM3', 'user': {'name': 'The Globe and Mail', 'username': '@globeandmail', 'profile_id': '742385672682512384', 'avatar': 'https://pbs.twimg.com/profile_images/742385672682512384/VfTAuqLg_mini.jpg'}, 'date': 'May 31, 2019 · 10:49 PM UTC', 'pictures': ['https://pbs.twimg.com/media/D77iA73VUAA6Ewu.jpg'], 'videos': [], 'gifs': []}","{'comments': 8, 'retweets': 38, 'quotes': 3, 'likes': 130}",[],[],[]
